District_code,District_name,Learning_Modality,Operational_Schools,Student_Count,City,State,ZIP_Code
3608430,CORNWALL CENTRAL SCHOOL DISTRICT,In Person,5,3147,CORNWALL ON HUDSON,NY,12520
3608460,CORTLAND CITY SCHOOL DISTRICT,In Person,5,2239,CORTLAND,NY,13045
3608490,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,In Person,4,1275,COXSACKIE,NY,12051
3608790,DANSVILLE CENTRAL SCHOOL DISTRICT,In Person,3,1479,DANSVILLE,NY,14437
3608850,DERUYTER CENTRAL SCHOOL DISTRICT,In Person,2,360,DERUYTER,NY,13052
3608880,DEER PARK UNION FREE SCHOOL DISTRICT,In Person,5,4076,DEER PARK,NY,11729
3608910,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,In Person,2,770,DELHI,NY,13753
3608970,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,In Person,4,2445,YORKSHIRE,NY,14173
3609060,DEPOSIT CENTRAL SCHOOL DISTRICT,In Person,2,503,DEPOSIT,NY,13754
3609210,DOVER UNION FREE SCHOOL DISTRICT,In Person,4,1392,DOVER PLAINS,NY,12522
3609240,DOWNSVILLE CENTRAL SCHOOL DISTRICT,In Person,1,231,DOWNSVILLE,NY,13755
3609330,DRYDEN CENTRAL SCHOOL DISTRICT,In Person,5,1485,DRYDEN,NY,13053
3609390,DUNDEE CENTRAL SCHOOL DISTRICT,In Person,2,663,DUNDEE,NY,14837
3613590,HANNIBAL CENTRAL SCHOOL DISTRICT,In Person,3,1339,HANNIBAL,NY,13074
3613710,HARPURSVILLE CENTRAL SCHOOL DISTRICT,In Person,2,727,HARPURSVILLE,NY,13787
3613740,HARRISON CENTRAL SCHOOL DISTRICT,In Person,6,3669,HARRISON,NY,10528
3613830,HARTFORD CENTRAL SCHOOL DISTRICT,In Person,2,439,HARTFORD,NY,12838
3613950,HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT,In Person,3,1669,HASTINGS ON HUDSON,NY,10706
3613980,HAUPPAUGE UNION FREE SCHOOL DISTRICT,In Person,5,3329,HAUPPAUGE,NY,11788
3614010,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND),In Person,8,8122,GARNERVILLE,NY,10923
3614070,HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT,In Person,4,84,HAWTHORNE,NY,10532
3614130,HEMPSTEAD UNION FREE SCHOOL DISTRICT,In Person,9,7563,HEMPSTEAD,NY,11550
3614190,HENDRICK HUDSON CENTRAL SCHOOL DISTRICT,In Person,5,2277,MONTROSE,NY,10548
3614220,HERKIMER CENTRAL SCHOOL DISTRICT,In Person,2,1167,HERKIMER,NY,13350
3614250,HERMON-DEKALB CENTRAL SCHOOL DISTRICT,In Person,1,435,DE KALB JUNCTION,NY,13630
3614280,HERRICKS UNION FREE SCHOOL DISTRICT,In Person,5,4018,NEW HYDE PARK,NY,11040
3614340,HICKSVILLE UNION FREE SCHOOL DISTRICT,In Person,9,5459,HICKSVILLE,NY,11801
3614400,HIGHLAND CENTRAL SCHOOL DISTRICT,In Person,3,1699,HIGHLAND,NY,12528
3614430,HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,In Person,3,1068,HIGHLAND FALLS,NY,10928
3614460,HILTON CENTRAL SCHOOL DISTRICT,In Person,5,4442,HILTON,NY,14468
3614490,HINSDALE CENTRAL SCHOOL DISTRICT,In Person,1,424,HINSDALE,NY,14743
3614610,HOLLEY CENTRAL SCHOOL DISTRICT,In Person,2,991,HOLLEY,NY,14470
3614670,HONEOYE CENTRAL SCHOOL DISTRICT,In Person,2,612,HONEOYE,NY,14471
3619260,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,In Person,2,716,MIDDLEBURGH,NY,12122
3619320,MIDDLETOWN CITY SCHOOL DISTRICT,In Person,6,7656,MIDDLETOWN,NY,10940
3619380,MILLBROOK CENTRAL SCHOOL DISTRICT,In Person,4,926,MILLBROOK,NY,12545
3619410,MILLER PLACE UNION FREE SCHOOL DISTRICT,In Person,4,2535,MILLER PLACE,NY,11764
3619530,MINERVA CENTRAL SCHOOL DISTRICT,In Person,1,104,OLMSTEDVILLE,NY,12857
3619560,MINISINK VALLEY CENTRAL SCHOOL DISTRICT,In Person,5,3625,SLATE HILL,NY,10973
3619650,MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,In Person,7,6824,CENTRAL VALLEY,NY,10917
3619680,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),In Person,6,4241,MONTGOMERY,NY,12549
3619710,MONTAUK UNION FREE SCHOOL DISTRICT,In Person,1,314,MONTAUK,NY,11954
3619740,MONTICELLO CENTRAL SCHOOL DISTRICT,In Person,5,2928,MONTICELLO,NY,12701
3619830,MORIAH CENTRAL SCHOOL DISTRICT,In Person,2,717,PORT HENRY,NY,12974
3619890,MORRISTOWN CENTRAL SCHOOL DISTRICT,In Person,1,341,MORRISTOWN,NY,13664
3619920,MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT,In Person,2,636,MORRISVILLE,NY,13408
3619950,BEDFORD CENTRAL SCHOOL DISTRICT,In Person,7,3904,BEDFORD,NY,10506
3620010,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,In Person,2,572,MOUNT MORRIS,NY,14510
3620040,MOUNT SINAI UNION FREE SCHOOL DISTRICT,In Person,3,2214,MOUNT SINAI,NY,11766
3620100,MOUNT VERNON SCHOOL DISTRICT,In Person,16,7751,MOUNT VERNON,NY,10553
3620160,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,In Person,4,1923,THORNWOOD,NY,10594
3620170,MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT,In Person,1,126,VALHALLA,NY,10595
3620220,NAPLES CENTRAL SCHOOL DISTRICT,In Person,2,646,NAPLES,NY,14512
3624360,REMSEN CENTRAL SCHOOL DISTRICT,In Person,2,431,REMSEN,NY,13438
3624420,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,In Person,1,133,REMSENBURG,NY,11960
3624570,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,In Person,2,437,RICHFIELD SPRINGS,NY,13439
3624630,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,In Person,3,1387,RYE BROOK,NY,10573
3624660,RIPLEY CENTRAL SCHOOL DISTRICT,In Person,1,172,RIPLEY,NY,14775
3624690,RIVERHEAD CENTRAL SCHOOL DISTRICT,In Person,7,5955,RIVERHEAD,NY,11901
3624750,ROCHESTER CITY SCHOOL DISTRICT,In Person,47,26924,ROCHESTER,NY,14614
3624780,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,In Person,7,3578,ROCKVILLE CENTRE,NY,11570
3624900,ROME CITY SCHOOL DISTRICT,In Person,10,5541,ROME,NY,13440
3624930,ROMULUS CENTRAL SCHOOL DISTRICT,In Person,1,491,ROMULUS,NY,14541
3624990,ROOSEVELT UNION FREE SCHOOL DISTRICT,In Person,5,3588,ROOSEVELT,NY,11575
3625020,ROSCOE CENTRAL SCHOOL DISTRICT,In Person,1,236,ROSCOE,NY,12776
3625050,ROSLYN UNION FREE SCHOOL DISTRICT,In Person,5,3218,ROSLYN,NY,11576
3625110,ROXBURY CENTRAL SCHOOL DISTRICT,In Person,1,256,ROXBURY,NY,12474
3625140,ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,In Person,3,1322,MIDDLEPORT,NY,14105
3625170,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,In Person,9,5610,HENRIETTA,NY,14467
3625260,RYE CITY SCHOOL DISTRICT,In Person,5,3248,RYE,NY,10580
3625290,RYE NECK UNION FREE SCHOOL DISTRICT,In Person,4,1598,MAMARONECK,NY,10543
3625320,FLORIDA UNION FREE SCHOOL DISTRICT,In Person,2,825,FLORIDA,NY,10921
3625350,SACHEM CENTRAL SCHOOL DISTRICT,In Person,15,12484,LAKE RONKONKOMA,NY,11779
3624360,REMSEN CENTRAL SCHOOL DISTRICT,In Person,2,10836,HOPEWELL JUNCTION,NY,12533
3629910,WARRENSBURG CENTRAL SCHOOL DISTRICT,In Person,2,706,WARRENSBURG,NY,12885
3629940,WARSAW CENTRAL SCHOOL DISTRICT,In Person,3,901,WARSAW,NY,14569
3629970,WARWICK VALLEY CENTRAL SCHOOL DISTRICT,In Person,4,3657,WARWICK,NY,10990
3630030,WASHINGTONVILLE CENTRAL SCHOOL DISTRICT,In Person,5,3976,WASHINGTONVILLE,NY,10992
3630120,WATERTOWN CITY SCHOOL DISTRICT,In Person,8,4005,WATERTOWN,NY,13601
3630160,WATERVILLE CENTRAL SCHOOL DISTRICT,In Person,2,780,WATERVILLE,NY,13480
3630210,WATERVLIET CITY SCHOOL DISTRICT,In Person,2,1371,WATERVLIET,NY,12189
3630240,WATKINS GLEN CENTRAL SCHOOL DISTRICT,In Person,2,1050,WATKINS GLEN,NY,14891
3630270,WAVERLY CENTRAL SCHOOL DISTRICT,In Person,4,1530,WAVERLY,NY,14892
3630330,WAYNE CENTRAL SCHOOL DISTRICT,In Person,4,2132,ONTARIO CENTER,NY,14520
3630360,WEBSTER CENTRAL SCHOOL DISTRICT,In Person,11,8407,WEBSTER,NY,14580
3630390,NORTHEAST CENTRAL SCHOOL DISTRICT,In Person,3,663,AMENIA,NY,12501
3630420,WEEDSPORT CENTRAL SCHOOL DISTRICT,In Person,2,767,WEEDSPORT,NY,13166
3630480,WELLSVILLE CENTRAL SCHOOL DISTRICT,In Person,2,1189,WELLSVILLE,NY,14895
3630540,WEST BABYLON UNION FREE SCHOOL DISTRICT,In Person,7,3786,WEST BABYLON,NY,11704
3630600,WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT,In Person,2,680,NEWPORT,NY,13416
3630630,WEST GENESEE CENTRAL SCHOOL DISTRICT,In Person,7,4544,CAMILLUS,NY,13031
3630660,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,In Person,5,1795,WEST HEMPSTEAD,NY,11552
3630690,WEST ISLIP UNION FREE SCHOOL DISTRICT,In Person,7,4153,WEST ISLIP,NY,11795
3700323,North East Carolina Preparatory School,In Person,1,980,Tarboro,NC,27886
3700324,Triangle Math and Science Academy,In Person,1,900,Cary,NC,27511
3700325,The College Preparatory and Leadership A,In Person,1,771,Jamestown,NC,27282
3700326,Research Triangle High School,In Person,1,561,Durham,NC,27709
3700330,Beaufort County Schools,In Person,14,6467,Washington,NC,27889
3700334,Uwharrie Charter Academy,In Person,1,1711,Asheboro,NC,27205
3700338,Oxford Preparatory School,In Person,1,507,Oxford,NC,27565
3700339,Eastside STREAM Academy,In Person,1,116,Charlotte,NC,28215
3700340,Douglass Academy,In Person,1,125,Wilmington,NC,28401
3700341,Willow Oak Montessori,In Person,1,216,Pittsboro,NC,27312
3700346,Southeastern Academy,In Person,1,218,Lumberton,NC,28358
3700349,Thomas Academy,In Person,1,86,Lake Waccamaw,NC,28450
3700354,The Expedition School,In Person,1,359,Hillsborough,NC,27278
3700356,Bradford Preparatory School,In Person,1,1445,Charlotte,NC,28262
3700358,Cardinal Charter,In Person,1,922,Cary,NC,27513
3700360,Bertie County Schools,In Person,7,2080,Windsor,NC,27983
3700361,The Franklin School of Innovation,In Person,1,568,Asheville,NC,28806
3700362,Envision Science Academy,In Person,1,726,Wake Forest,NC,27587
3700369,Invest Collegiate - Imagine,In Person,1,1165,Asheville,NC,28806
3700372,A.C.E. Academy,In Person,1,402,Harrisburg,NC,28075
3700323,North East Carolina Preparatory School,In Person,1,980,Tarboro,NC,27886
3700324,Triangle Math and Science Academy,In Person,1,900,Cary,NC,27511
3700325,The College Preparatory and Leadership A,In Person,1,771,Jamestown,NC,27282
3700326,Research Triangle High School,In Person,1,561,Durham,NC,27709
3700330,Beaufort County Schools,In Person,14,6467,Washington,NC,27889
3700334,Uwharrie Charter Academy,In Person,1,1711,Asheboro,NC,27205
3700338,Oxford Preparatory School,In Person,1,507,Oxford,NC,27565
3700339,Eastside STREAM Academy,In Person,1,116,Charlotte,NC,28215
3700340,Douglass Academy,In Person,1,125,Wilmington,NC,28401
3700341,Willow Oak Montessori,In Person,1,216,Pittsboro,NC,27312
3700346,Southeastern Academy,In Person,1,218,Lumberton,NC,28358
3700349,Thomas Academy,In Person,1,86,Lake Waccamaw,NC,28450
3700354,The Expedition School,In Person,1,359,Hillsborough,NC,27278
3700356,Bradford Preparatory School,In Person,1,1445,Charlotte,NC,28262
3700358,Cardinal Charter,In Person,1,922,Cary,NC,27513
3700360,Bertie County Schools,In Person,7,2080,Asheboro,NC,27205
3703870,Richmond County Schools,In Person,15,7180,Hamlet,NC,28345
3703900,Roanoke Rapids City Schools,In Person,5,2888,Roanoke Rapids,NC,27870
3703930,Public Schools of Robeson County,In Person,36,21783,Lumberton,NC,28358
3703990,Rockingham County Schools,In Person,22,11669,Eden,NC,27288
3703060,Montgomery County Schools,In Person,11,3851,Troy,NC,27371
3703090,Moore County Schools,In Person,23,12897,Carthage,NC,28327
3703120,Mooresville Graded School District,In Person,9,6080,Mooresville,NC,28115
3703270,Nash County Public Schools,In Person,29,15237,Nashville,NC,27856
3703310,Craven County Schools,In Person,25,13410,New Bern,NC,28562
3703330,New Hanover County Schools,In Person,43,25938,Harvey,ND,58341
3809000,HATTON EIELSON 7,In Person,2,190,Hatton,ND,58240
3809410,HETTINGER 13,In Person,2,293,Hettinger,ND,58639
3809570,HILLSBORO 9,In Person,3,510,Hillsboro,ND,58045
3809810,HORSE CREEK 32,In Person,1,11,Cartwright,ND,58838
3810180,KENMARE 28,In Person,2,293,Kenmare,ND,58746
3810260,KENSAL 19,In Person,2,42,Kensal,ND,58455
3810270,KILLDEER 16,In Person,2,649,Killdeer,ND,58640
3810600,LAKOTA 66,In Person,2,171,Lakota,ND,58344
3810740,LAMOURE 8,In Person,3,285,LaMoure,ND,58458
3810810,LANGDON AREA 23,In Person,2,418,Langdon,ND,58249
3810980,LEEDS 6,In Person,2,133,Leeds,ND,58346
3811140,LIDGERWOOD 28,In Person,2,178,Lidgerwood,ND,58053
3811430,LISBON 19,In Person,3,604,Lisbon,ND,58054
3811540,LITTLE HEART 4,In Person,1,21,Saint Anthony,ND,58566
3901488,Imagine Environmental Science Academy,In Person,1,131,Toledo,OH,43608
3901490,Metro Early College High School,In Person,1,988,Columbus,OH,43210
3901502,Academy of Educational Excellence,In Person,1,113,Toledo,OH,43607
3901505,Village Preparatory School Woodland Hills,In Person,1,736,Cleveland,OH,44105
3901511,Main Preparatory Academy,In Person,1,161,Akron,OH,44301
3901535,Global Impact STEM Academy,In Person,1,665,Springfield,OH,45505
3901539,Albert Einstein Academy for Letters Arts and Sciences-Ohio,In Person,1,367,North Olmsted,OH,44070
3901550,Eastland Preparatory Academy,In Person,1,326,Columbus,OH,43232
3901565,Valley STEM+ME2 Academy,In Person,1,203,Canfield,OH,44406
3901577,Tri-State STEM+M Early College High School,In Person,1,72,South Point,OH,45680
3901582,Bridge Gate Community School,In Person,1,243,Columbus,OH,43228
3901593,United Preparatory Academy East,In Person,1,153,Columbus,OH,43205
3901602,AchievePoint Career Academy - Cincinnati,In Person,1,137,Cincinnati,OH,45238
3904348,Akron City,In Person,47,21298,Akron,OH,44308
3904349,Alliance City,In Person,5,3084,Alliance,OH,44601
3904350,Ashland City,In Person,5,3191,Ashland,OH,44805
3904351,Ashtabula Area City,In Person,7,3365,Ashtabula,OH,44004
3904352,Athens City,In Person,6,2526,Chauncey,OH,45719
3904353,Barberton City,In Person,5,3871,Barberton,OH,44203
3904354,Bay Village City,In Person,5,2507,Bay Village,OH,44140
3904452,North Olmsted City,In Person,8,3759,North Olmsted,OH,44070
3904453,North Ridgeville City,In Person,5,4477,North Ridgeville,OH,44039
3904454,North Royalton City,In Person,5,4080,North Royalton,OH,44133
3904455,Norton City,In Person,4,2524,Norton,OH,44203
3904456,Norwalk City,In Person,6,2749,Norwalk,OH,44857
3904457,Norwood City,In Person,5,1815,Norwood,OH,45212
3904458,Oakwood City,In Person,5,2110,Dayton,OH,45409
3904459,Oberlin City Schools,In Person,4,966,Oberlin,OH,44074
3904460,Oregon City,In Person,6,3522,Oregon,OH,43616
3904461,Orrville City,In Person,4,1674,Orrville,OH,44667
3904463,Parma City,In Person,15,9711,Parma,OH,44134
3904464,Piqua City,In Person,5,3261,Piqua,OH,45356
3904465,Port Clinton City,In Person,4,1643,Port Clinton,OH,43452
3904467,Princeton City,In Person,11,6089,Cincinnati,OH,45241
3904468,Ravenna City,In Person,6,2228,Ravenna,OH,44266
3904469,Reading Community City,In Person,4,1656,Reading,OH,45215
3904470,Rocky River City,In Person,5,2723,Rocky River,OH,44116
3904471,St Bernard-Elmwood Place City,In Person,3,904,Saint Bernard,OH,45217
3904472,St Marys City,In Person,4,2018,Saint Marys,OH,45885
3904474,Sandusky City,In Person,5,3224,Sandusky,OH,44870
3904590,Alexander Local,In Person,2,1456,Albany,OH,45710
3904591,Federal Hocking Local,In Person,4,1001,Stewart,OH,45778
3904592,Trimble Local,In Person,3,752,Glouster,OH,45732
3904597,Waynesfield-Goshen Local,In Person,2,499,Waynesfield,OH,45896
3904599,St Clairsville-Richland City,In Person,3,1737,Saint Clairsville,OH,43950
3904601,Union Local,In Person,3,1453,Belmont,OH,43718
3904603,Eastern Local School District,In Person,4,1223,Winchester,OH,45697
3904604,Fayetteville-Perry Local,In Person,3,808,Fayetteville,OH,45118
3904606,Western Brown Local,In Person,4,2784,Mount Orab,OH,45154
3904607,Ripley-Union-Lewis-Huntington Local,In Person,3,769,Ripley,OH,45167
3904609,Edgewood City,In Person,5,3816,Trenton,OH,45067
3904610,Fairfield City,In Person,10,9966,Fairfield,OH,45014
3904611,Lakota Local,In Person,20,16475,Liberty Township,OH,45011
3904614,Ross Local,In Person,4,2786,Hamilton,OH,45013
3904615,Talawanda City,In Person,5,2962,Oxford,OH,45056
3904617,Brown Local,In Person,3,616,Malvern,OH,44644
3904619,Graham Local,In Person,3,1762,Saint Paris,OH,43072
3904620,Triad Local,In Person,3,832,North Lewisburg,OH,43060
3904624,Tecumseh Local,In Person,5,2810,New Carlisle,OH,45344
3904625,Northeastern Local,In Person,7,3097,Springfield,OH,45502
3904590,Alexander Local,In Person,2,1456,Albany,OH,45710
3904591,Federal Hocking Local,In Person,4,1001,Stewart,OH,45778
3904592,Trimble Local,In Person,3,752,Glouster,OH,45732
3904597,Waynesfield-Goshen Local,In Person,2,499,Waynesfield,OH,45896
3904599,St Clairsville-Richland City,In Person,3,1737,Saint Clairsville,OH,43950
3904601,Union Local,In Person,3,1453,Belmont,OH,43718
3904603,Eastern Local School District,In Person,4,1223,Winchester,OH,45697
3904604,Fayetteville-Perry Local,In Person,3,808,Fayetteville,OH,45118
3904606,Western Brown Local,In Person,4,2784,Mount Orab,OH,45154
3904607,Ripley-Union-Lewis-Huntington Local,In Person,3,769,Ripley,OH,45167
3904609,Edgewood City,In Person,5,3816,Trenton,OH,45067
3904610,Fairfield City,In Person,10,9966,Fairfield,OH,45014
3904611,Lakota Local,In Person,20,16475,Liberty Township,OH,45011
3904614,Ross Local,In Person,4,2786,Hamilton,OH,45013
3904615,Talawanda City,In Person,5,2962,Oxford,OH,45056
3904617,Brown Local,In Person,3,616,Malvern,OH,44644
3904619,Graham Local,In Person,3,1762,Saint Paris,OH,43072
3904620,Triad Local,In Person,3,1635,South Amherst,OH,44001
3904817,Midview Local,In Person,6,2815,Grafton,OH,44044
3904820,Anthony Wayne Local,In Person,6,4298,Whitehouse,OH,43571
3904961,Green Local,In Person,4,557,Franklin Furnace,OH,45629
3904962,Minford Local,In Person,3,1300,Minford,OH,45653
3904964,Valley Local,In Person,3,1070,Lucasville,OH,45648
3904965,Washington-Nile Local,In Person,3,1412,West Portsmouth,OH,45663
3904966,Wheelersburg Local,In Person,3,1608,Wheelersburg,OH,45694
3904970,Hopewell-Loudon Local,In Person,2,865,BASCOM,OH,44809
3904976,Botkins Local,In Person,2,633,Botkins,OH,45306
3904977,Fairlawn Local,In Person,2,594,Sidney,OH,45365
3904978,Fort Loramie Local,In Person,2,767,Fort Loramie,OH,45845
3904979,Hardin-Houston Local,In Person,2,810,Houston,OH,45333
3904983,Canton Local,In Person,3,2015,Canton,OH,44707
3904985,Jackson Local,In Person,6,5809,Massillon,OH,44646
3904986,Lake Local,In Person,3,3419,Uniontown,OH,44685
3904987,Louisville City,In Person,4,2781,Louisville,OH,44641
3904988,Marlington Local,In Person,5,2095,Alliance,OH,44601
3904989,Minerva Local,In Person,3,1857,Minerva,OH,44657
3904991,Osnaburg Local,In Person,3,911,East Canton,OH,44730
3904992,Perry Local,In Person,8,4557,Massillon,OH,44646
3904993,Plain Local,In Person,9,6245,Canton,OH,44709
3904994,Sandy Valley Local,In Person,3,1325,Magnolia,OH,44643
4000772,SANKOFA MIDDLE SCHL (CHARTER),In Person,1,109,Tulsa,OK,74103
4000773,HARDING FINE ARTS (CHARTER),In Person,1,364,Oklahoma City,OK,73118
4000774,SCHL ARTS/SCI (CHARTER),In Person,2,451,Tulsa,OK,74127
4000775,HUPFELD/W VILLAGE (CHARTER),In Person,1,331,Oklahoma City,OK,73114
4000777,EPIC ONE ON ONE CHARTER SCHOOL,In Person,3,17106,OKC,OK,73118
4000782,GRAHAM-DUSTIN,In Person,3,169,Weleetka,OK,74880
4000783,ASTEC CHARTERS,In Person,3,1008,Oklahoma City,OK,73107
4000784,HARDING (CHARTER),In Person,1,459,Oklahoma City,OK,73131
4000787,JOHN W REX CHARTER ELEMENTARY,In Person,1,644,Oklahoma City,OK,73102
4000791,COLLEGE BOUND(CHARTER),In Person,1,471,Tulsa,OK,74129
4000792,HONOR ACADEMY(CHARTER),In Person,2,511,Tulsa,OK,74112
4000796,SANTA FE SOUTH (CHARTER),In Person,7,3533,Oklahoma City,OK,73129
4000798,DAVIDSON,In Person,1,37,Davidson,OK,73530
4000799,DOVE SCHOOLS OF OKC,In Person,4,1321,OKLAHOMA CITY,OK,73131
4000800,EPIC BLENDED LEARNING CHARTER,In Person,6,10962,OKC,OK,73118
4000801,LE MONDE INTERNATIONAL SCHOOL,In Person,1,199,Norman,OK,73071
4000802,NORTH ROCK CREEK,In Person,4,908,Shawnee,OK,74804
4000803,ACADEMY OF SEMINOLE CHARTER,In Person,2,283,Seminole,OK,74868
4002430,ADA,In Person,6,2564,Ada,OK,74821
4002520,AFTON,In Person,2,478,Afton,OK,74331
4009300,CYRIL,In Person,3,334,Cyril,OK,73029
4009360,DAHLONEGAH,In Person,1,137,Stilwell,OK,74960
4009420,DARLINGTON,In Person,1,227,El Reno,OK,73036
4009450,DAVENPORT,In Person,2,414,Davenport,OK,74026
4009510,DAVIS,In Person,3,962,Davis,OK,73030
4009570,DEER CREEK,In Person,9,6872,Edmond,OK,73012
4009720,DENISON,In Person,1,323,Idabel,OK,74745
4009750,DEPEW,In Person,2,365,Depew,OK,74028
4009780,DEWAR,In Person,3,454,Dewar,OK,74431
4009810,DEWEY,In Person,3,1239,Dewey,OK,74029
4009870,DIBBLE,In Person,3,694,BLANCHARD,OK,73010
4009910,DICKSON,In Person,4,1339,Ardmore,OK,73401
4010050,DOVER,In Person,2,153,Dover,OK,73734
4010200,DRUMRIGHT,In Person,3,474,Drumright,OK,74030
4010290,DUNCAN,In Person,8,3484,Duncan,OK,73533
4010350,DURANT,In Person,6,3781,Durant,OK,74701
4010500,EARLSBORO,In Person,2,276,Earlsboro,OK,74840
4010560,PEAVINE,In Person,1,110,Stilwell,OK,74960
4010590,EDMOND,In Person,26,25619,Edmond,OK,73003
4010650,EL RENO,In Person,6,2911,El Reno,OK,73036
4018700,MADILL,In Person,3,1747,Madill,OK,73446
4018780,MANGUM,In Person,3,717,Mangum,OK,73554
4018840,MANNFORD,In Person,5,1475,Mannford,OK,74044
4018900,MAPLE,In Person,1,186,Calumet,OK,73014
4018960,MARBLE CITY,In Person,1,109,MARBLE CITY,OK,74945
4018990,MARIETTA,In Person,3,1132,Marietta,OK,73448
4019080,MARLOW,In Person,3,1358,Marlow,OK,73055
4019200,MARYETTA,In Person,1,638,Stilwell,OK,74960
4019260,MASON,In Person,2,256,Mason,OK,74859
4019290,MAUD,In Person,2,269,Maud,OK,74854
4019380,MAYSVILLE,In Person,2,325,Maysville,OK,73057
4019410,MCCURTAIN,In Person,2,214,McCurtain,OK,74944
4019440,MCALESTER,In Person,8,3100,McAlester,OK,74501
4019500,MCCORD,In Person,1,337,Ponca City,OK,74604
4019560,MCLOUD,In Person,5,1666,McLoud,OK,74851
4019620,MEDFORD,In Person,2,282,Medford,OK,73759
4019680,MEEKER,In Person,3,770,Meeker,OK,74855
4019800,MERRITT,In Person,2,814,Elk City,OK,73644
4019860,MIAMI,In Person,6,2185,Miami,OK,74354
4019950,MIDWEST CITY-DEL CITY,In Person,21,14207,Midwest City,OK,73110
4027570,SHAWNEE,In Person,7,3642,Shawnee,OK,74801
4027630,SHIDLER,In Person,3,239,Shidler,OK,74652
4027640,SILO,In Person,4,988,Durant,OK,74701
4027750,SKIATOOK,In Person,5,2352,Skiatook,OK,74070
4028170,SPERRY,In Person,3,1046,Sperry,OK,74073
4028200,SPIRO,In Person,3,1051,Spiro,OK,74959
4028350,SPRINGER,In Person,2,206,SPRINGER,OK,73458
4028590,STERLING,In Person,2,349,Sterling,OK,73567
4028650,STIGLER,In Person,3,1253,Stigler,OK,74462
4028680,STILLWATER,In Person,9,6312,Stillwater,OK,74074
4028710,STILWELL,In Person,3,1344,Stilwell,OK,74960
4028800,STONEWALL,In Person,3,445,Stonewall,OK,74871
4028920,STRAIGHT,In Person,1,40,Guymon,OK,73942
4028980,STRATFORD,In Person,3,644,Stratford,OK,74872
4029010,STRINGTOWN,In Person,2,235,Stringtown,OK,74569
4029070,STROUD,In Person,3,791,Stroud,OK,74079
4029100,STUART,In Person,2,260,Stuart,OK,74570
4029160,SULPHUR,In Person,4,1558,Sulphur,OK,73086
4029310,SWEETWATER,In Person,2,124,Sweetwater,OK,73666
4029380,TAHLEQUAH,In Person,6,3663,Tahlequah,OK,74464
4102490,Harney County SD 3,In Person,4,836,Burns,OR,97720
4102580,Butte Falls SD 91,In Person,1,228,Butte Falls,OR,97522
4102640,Canby SD 86,In Person,8,4668,Canby,OR,97013
4102800,Centennial SD 28J,In Person,9,6095,Portland,OR,97236
4102840,Central SD 13J,In Person,5,3320,Independence,OR,97351
4102910,Central Linn SD 552,In Person,3,642,Halsey,OR,97348
4102940,Central Point SD 6,In Person,10,4863,Central Point,OR,97502
4103260,Clatskanie SD 6J,In Person,2,724,Clatskanie,OR,97016
4103270,Colton SD 53,In Person,3,591,Colton,OR,97017
4103330,Condon SD 25J,In Person,2,138,Condon,OR,97823
4103390,Coquille SD 8,In Person,5,1268,Coquille,OR,97423
4103420,Corbett SD 39,In Person,1,1190,Corbett,OR,97019
4103480,Corvallis SD 509J,In Person,13,6748,Corvallis,OR,97333
4103540,Cove SD 15,In Person,1,291,Cove,OR,97824
4103660,Coos Bay SD 9,In Person,9,3265,Coos Bay,OR,97420
4103720,Crook County SD,In Person,9,3071,Prineville,OR,97754
4103840,Culver SD 4,In Person,3,687,Culver,OR,97734
4103860,Dallas SD 2,In Person,7,3222,Dallas,OR,97338
4103940,David Douglas SD 40,In Person,14,9818,Portland,OR,97220
4103960,Douglas County SD 15,In Person,1,203,Days Creek,OR,97429
4111290,Sherwood SD 88J,In Person,7,5273,Sherwood,OR,97140
4111450,Silver Falls SD 4J,In Person,13,3984,Silverton,OR,97381
4111490,Sisters SD 6,In Person,3,1105,Sisters,OR,97759
4111580,South Lane SD 45J3,In Person,9,2808,Cottage Grove,OR,97424
4111610,South Umpqua SD 19,In Person,5,1521,Myrtle Creek,OR,97457
