District_code,District_name,Week,Learning_Modality,Operational_Schools,Student_Count,City,State,ZIP_Code
3601192,STOREFRONT ACADEMY HARLEM CHARTER SCHOOL,2022 Dec 25 12:00:00 AM,In Person,1,44,NEW YORK,NY,10035
3601193,NEIGHBORHOOD CHARTER SCHOOL - BRONX,2022 Dec 25 12:00:00 AM,In Person,1,110,BRONX,NY,10454
3601197,UNIVERSITY PREP CHARTER MIDDLE SCHOOL,2022 Dec 25 12:00:00 AM,In Person,1,155,BRONX,NY,10455
3601208,EAST FLATBUSH ASCEND CHARTER SCHOOL (EFACS),2022 Dec 25 12:00:00 AM,In Person,1,75,BROOKLYN,NY,11203
3601222,BRILLA PAX CHARTER SCHOOL,2022 Dec 25 12:00:00 AM,In Person,1,,BRONX,NY,10468
3602310,GLENS FALLS COMMON SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,159,GLENS FALLS,NY,12801
3602340,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"1,901",ADAMS CENTER,NY,13606
3602430,AKRON CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,"1,403",AKRON,NY,14001
3602460,ALBANY CITY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,17,"8,904",ALBANY,NY,12207
3602550,ALDEN CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"1,592",ALDEN,NY,14004
3602580,ALEXANDER CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,801,ALEXANDER,NY,14005
3602670,ALEXANDRIA CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,2,498,ALEXANDRIA BAY,NY,13607
3602730,WINDSOR CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,4,"1,655",WINDSOR,NY,13865
3608100,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,375,COLTON,NY,13625
3608130,COMMACK UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,8,"5,930",EAST NORTHPORT,NY,11731
3608160,CONNETQUOT CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,10,"5,607",BOHEMIA,NY,11716
3608280,COPENHAGEN CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,1,451,COPENHAGEN,NY,13626
3608310,COPIAGUE UNION FREE SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,6,"5,205",COPIAGUE,NY,11726
3608340,PEMBROKE CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,3,920,CORFU,NY,14036
3608400,CORNING CITY SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,9,"4,578",PAINTED POST,NY,14870
3608430,CORNWALL CENTRAL SCHOOL DISTRICT,2022 Dec 25 12:00:00 AM,In Person,5,"3,147",CORNWALL ON HUDSON,NY,12520
